name,market ,funding_total_usd ,status,country_code,region,city,funding_rounds,founded_at,founded_month,found_quarter,founded_quarter,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H
SkillSonics India, Education ,4000000,operating,IND,Bangalore,Bangalore,1,12/1/2013,2011-02,1,2011-Q1,2013,3/10/2014,6/28/2013,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkillWiz, Education , NA   ,operating,IND,Bangalore,Bangalore,1,12/7/2013,,,,2013,3/11/2014,10/31/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skyfi Education Labs, Education , NA   ,operating,IND,Bangalore,Bangalore,1,12/11/2013,2010-01,1,2010-Q1,2013,3/13/2014,3/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skymet Weather Services, Environmental Innovation ,4500000,operating,IND,New Delhi,Noida,1,12/24/2013,2013-01,1,2013-Q1,2013,3/13/2014,8/6/2014,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0
Sloka Telecom,,900458,operating,IND,Bangalore,Bangalore,1,1/1/2014,2004-01,1,2004-Q1,2014,3/14/2014,3/1/2011,0,900458,0,0,0,0,0,0,0,0,0,0,0,900458,0,0,0,0,0,0,0
Smart Commute, Transportation ,550000,operating,IND,Pune,Pune,1,1/1/2014,,,,2014,3/19/2014,5/1/2014,0,0,0,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmartCrowds, Sales and Marketing ,110000,operating,IND,Bangalore,Bangalore,1,1/1/2014,2007-10,4,2007-Q4,2014,3/19/2014,1/1/2008,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmartRx, Software , NA   ,operating,IND,Bangalore,Bangalore,1,1/1/2014,2012-01,1,2012-Q1,2014,3/20/2014,4/1/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smeam.com, Networking , NA   ,operating,IND,Ahmedabad,Ahmedabad,1,1/14/2014,2014-06,2,2014-Q2,2014,3/24/2014,4/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMS GupShup, Mobile ,22000000,operating,IND,Mumbai,Mumbai,2,2/1/2014,1994-06,2,1994-Q2,2014,3/24/2014,8/31/2011,0,22000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0
Snapdeal, E-Commerce ,1062700000,operating,IND,New Delhi,New Delhi,8,3/9/2014,2010-01,1,2010-Q1,2014,3/26/2014,10/27/2014,0,335700000,0,0,0,0,0,0,727000000,0,0,0,0,12000000,40000000,0,75000000,75000000,133700000,0,0
Snaplion, Development Platforms ,580000,operating,IND,New Delhi,New Delhi,1,3/10/2014,,,,2014,3/26/2014,3/1/2014,580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snowman,,10400000,closed,IND,Bangalore,Bangalore,1,3/25/2014,1996-01,1,1996-Q1,2014,3/26/2014,6/14/2013,0,10400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soci Ads, Networking ,"50,000",operating,IND,Mumbai,Mumbai,1,4/7/2014,2011-01,1,2011-Q1,2014,3/28/2014,1/11/2011,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SocioSquare, Search Marketing ,325000,operating,IND,Mumbai,Mumbai,1,5/17/2014,2011-01,1,2011-Q1,2014,3/28/2014,8/19/2013,0,0,0,0,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SoftTech Engineers, Software , NA   ,operating,IND,Pune,Pune,1,6/5/2014,,,,2014,3/31/2014,4/3/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sokrati, Internet Marketing ,1030000,operating,IND,Pune,Pune,1,6/16/2014,2009-03,1,2009-Q1,2014,3/31/2014,3/9/2011,0,1030000,0,0,0,0,0,0,0,0,0,0,0,1030000,0,0,0,0,0,0,0
Somany Ceramics, Manufacturing ,8000000,operating,IND,New Delhi,Noida,1,7/23/2014,1969-01,1,1969-Q1,2014,4/1/2014,2/27/2014,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Souqalmal, Curated Web ,1200000,operating,IND,IND - Other,Dubai,1,8/10/2014,,,,2014,4/1/2014,12/1/2013,0,1200000,0,0,0,0,0,0,0,0,0,0,0,1200000,0,0,0,0,0,0,0
Sovereign Developers and Infrastructure Limited, Real Estate , NA   ,operating,IND,Bangalore,Bangalore,1,9/19/2014,,,,2014,4/3/2014,9/1/2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spayee, Information Technology ,"20,000",operating,IND,Uttar Pradesh,,1,10/1/2014,2014-01,1,2014-Q1,2014,4/5/2014,5/5/2014,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spice Online Retail, Mobile , NA   ,operating,IND,New Delhi,Noida,3,1879-07-24,2010-01,1,2010-Q1,,4/7/2014,1/1/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spire Technologies, Analytics ,8000000,operating,IND,Bangalore,Bangalore,1,,2008-01,1,2008-Q1,,4/7/2014,12/11/2013,0,8000000,0,0,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0
Spodly, E-Commerce Platforms , NA   ,operating,IND,Cochin,Cochin,1,,2014-03,1,2014-Q1,,4/8/2014,8/1/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springdales School, Education ,25900000,operating,IND,New Delhi,New Delhi,1,,,,,,4/9/2014,12/17/2013,0,0,0,0,0,0,0,25900000,0,0,0,0,0,0,0,0,0,0,0,0,0
Springr, Curated Web , NA   ,operating,IND,Kochi,Kochi,1,,,,,,4/9/2014,12/15/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spunkmobile, Finance ,200000,,IND,Mumbai,Mumbai,1,,,,,,4/10/2014,1/1/2013,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SquareKey, Fashion , NA   ,operating,IND,Mumbai,Mumbai,1,,2010-01,1,2010-Q1,,4/15/2014,8/6/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Squeakee, Search , NA   ,,IND,Mumbai,Mumbai,1,,2012-04,2,2012-Q2,,4/15/2014,12/21/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Star Dental Centre, Dental ,20000000,operating,IND,New Delhi,New Delhi,1,,,,,,4/16/2014,10/9/2014,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup Freak, Startups ,"10,000",operating,IND,Bangalore,Bangalore,1,,2012-05,2,2012-Q2,,4/16/2014,5/25/2012,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Startup Village, Software ,24000000,operating,IND,Kochi,Kochi,1,,2012-01,1,2012-Q1,,4/16/2014,9/24/2013,0,24000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stayzilla, E-Commerce ,500000,operating,IND,Chennai,Chennai,2,,2005-01,1,2005-Q1,,4/22/2014,10/3/2013,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stockezy, Finance ,100000,operating,IND,Mumbai,Mumbai,1,,2008-08,3,2008-Q3,,4/22/2014,1/4/2011,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storrz, Online Shopping ,100000,closed,IND,Bangalore,Bangalore,1,,2007-01,1,2007-Q1,,4/23/2014,1/1/2007,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StyleCraze Beauty Care Pvt Ltd, Health and Wellness , NA   ,operating,IND,Hyderabad,Hyderabad,1,,2011-11,4,2011-Q4,,4/25/2014,8/3/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SuccessNexus.com, E-Commerce ,"75,000",operating,IND,Mumbai,Mumbai,1,,2010-09,3,2010-Q3,,4/28/2014,12/1/2010,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudiksha, Education ,285000,operating,IND,Hyderabad,Hyderabad,2,,,,,,4/29/2014,7/2/2014,210000,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suksh Tech., Software ,1500000,operating,IND,Bangalore,Bangalore,1,,2008-05,2,2008-Q2,,5/1/2014,5/1/2008,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun Animatics, News , NA   ,operating,IND,Hyderabad,Hyderabad,1,,2014-06,2,2014-Q2,,5/1/2014,11/13/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SunBorne Energy, Clean Technology ,43600000,operating,IND,New Delhi,Gurgaon,4,,2008-01,1,2008-Q1,,5/1/2014,6/20/2012,0,13100000,0,0,0,30500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SunRise Group of International Technology, Blogging Platforms ,200000,operating,IND,Jabalpur,Jabalpur,1,,2007-12,4,2007-Q4,,5/1/2014,12/20/2008,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SupportBee, Software ,"40,000",operating,IND,Bangalore,Bangalore,1,,2010-09,3,2010-Q3,,5/2/2014,11/1/2011,0,0,0,0,0,0,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0
SureWaves, News ,5700000,operating,IND,Bangalore,Bangalore,1,,2006-09,3,2006-Q3,,5/2/2014,1/13/2014,0,5700000,0,0,0,0,0,0,0,0,0,0,0,0,5700000,0,0,0,0,0,0
Surya Power Magic, Clean Technology ,500000,operating,IND,Coimbatore,Coimbatore,1,,,,,,5/5/2014,6/18/2014,0,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suryoday Micro Finance, Banking ,4500000,operating,IND,Mumbai,Mumbai,1,,,,,,5/5/2014,6/16/2014,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sutures India, Manufacturing ,22900000,operating,IND,Bangalore,Bengaluru,1,,1992-01,1,1992-Q1,,5/5/2014,9/16/2013,0,22900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swipe Telecom, News ,4976700,operating,IND,Pune,Pune,1,,,,,,5/6/2014,4/16/2014,0,4976700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swizcom Technologies, Medical , NA   ,operating,IND,Bangalore,Bangalore,1,,2013-09,3,2013-Q3,,5/9/2014,11/8/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Symbiotec Pharmalab, Biotechnology ,48000000,operating,IND,Indore,Indore,1,,2002-01,1,2002-Q1,,5/10/2014,10/22/2013,0,48000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taggle Internet Ventures Private, Games ,8750000,closed,IND,Bangalore,Bengaluru,1,,2010-01,1,2010-Q1,,5/12/2014,6/23/2010,0,8750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TalentPad, Marketplaces , NA   ,operating,IND,New Delhi,New Delhi,1,,2014-02,1,2014-Q1,,5/13/2014,10/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TalentSprint Educational Services, Education ,4000000,operating,IND,Hyderabad,Hyderabad,1,,,,,,5/14/2014,4/25/2012,0,4000000,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0
Tanyas Jewelry, E-Commerce ,"10,000",operating,IND,Mumbai,Mumbai,1,,2013-04,2,2013-Q2,,5/15/2014,7/26/2013,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TastyKhana, E-Commerce ,5000000,acquired,IND,Pune,Pune,1,,2007-01,1,2007-Q1,,5/15/2014,6/13/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TaxiForSure.com, Transportation ,44000000,operating,IND,Bangalore,Bangalore,4,,2011-06,2,2011-Q2,,5/17/2014,8/20/2014,0,44000000,0,0,0,0,0,0,0,0,0,0,0,4000000,10000000,30000000,0,0,0,0,0
TaxiPixi, Travel , NA   ,operating,IND,New Delhi,New Delhi,1,,2012-01,1,2012-Q1,,5/20/2014,2/21/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teabox, E-Commerce ,8000000,operating,IND,IND - Other,Darjeeling,3,,2012-07,3,2012-Q3,,5/23/2014,11/19/2014,1000000,7000000,0,0,0,0,0,0,0,0,0,0,0,7000000,0,0,0,0,0,0,0
TeamLease Services, Consulting ,22500000,operating,IND,Bangalore,Bengaluru,1,,,,,,5/24/2014,4/5/2011,0,22500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techmed Healthcare, Health and Wellness , NA   ,operating,IND,Chennai,Chennai,1,,2008-01,1,2008-Q1,,5/26/2014,12/9/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Techno Renewable Energy Systems India, Clean Technology ,"8,000",operating,IND,Hyderabad,Hyderabad,1,,2012-04,2,2012-Q2,,6/1/2014,10/20/2014,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tejas Networks India, Web Hosting ,15000000,operating,IND,Bangalore,Bangalore,1,,2000-01,1,2000-Q1,,6/1/2014,1/6/2005,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000000,0,0,0,0,0
Tek Travels, Hotels , NA   ,operating,IND,New Delhi,Gurgaon,1,,,,,,6/4/2014,4/27/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TeleDNA, Mobile ,10490000,operating,IND,Bangalore,Bangalore,1,,2001-06,2,2001-Q2,,6/4/2014,11/6/2008,0,10490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Telematics4u Services,,409299,operating,IND,Bangalore,Bangalore,1,,,,,,6/5/2014,8/1/2013,0,409299,0,0,0,0,0,0,0,0,0,0,0,409299,0,0,0,0,0,0,0
TELiBrahma, Mobile ,2250000,operating,IND,Bangalore,Bangalore,3,,2004-01,1,2004-Q1,,6/6/2014,10/1/2011,0,2250000,0,0,0,0,0,0,0,0,0,0,0,250000,2000000,0,0,0,0,0,0
Territorial Prescience, Software , NA   ,operating,IND,Bangalore,Bangalore,1,,2007-05,2,2007-Q2,,6/6/2014,5/11/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Testbook.com, K-12 Education ,200000,operating,IND,Mumbai,Mumbai,1,,2013-04,2,2013-Q2,,6/13/2014,10/29/2014,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textual Analytics Solutions, Analytics ,250000,operating,IND,Bangalore,Bangalore,1,,,,,,6/16/2014,6/18/2008,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Beer Café, Hospitality , NA   ,operating,IND,New Delhi,Gurgaon,1,,2012-03,1,2012-Q1,,6/16/2014,5/16/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wadhwa Group, Real Estate ,24000000,operating,IND,Mumbai,Mumbai,1,,,,,,6/18/2014,9/30/2013,0,24000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThinkLink, Consulting ,1600000,operating,IND,Haryana,Haryana,1,,2006-01,1,2006-Q1,,6/18/2014,1/7/2014,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ThinkVidya, Consulting , NA   ,operating,IND,Bangalore,Bangalore,1,,2011-01,1,2011-Q1,,6/19/2014,1/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thrillophilia.com, Curated Web ,290000,operating,IND,Bangalore,Bangalore,3,,2009-05,2,2009-Q2,,6/19/2014,9/16/2013,90000,0,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0
TicketGoose.com, Travel ,7413693,operating,IND,Chennai,Chennai,3,,2007-08,3,2007-Q3,,6/20/2014,3/27/2014,560000,6853693,0,0,0,0,0,0,0,0,0,0,0,2900000,3953693,0,0,0,0,0,0
Tikona Digital Networks, Internet ,45000000,operating,IND,IND - Other,Bhandup,1,,2008-01,1,2008-Q1,,6/24/2014,11/17/2014,0,0,0,0,0,0,0,0,45000000,0,0,0,0,0,0,0,0,0,0,0,0
Timesaverz.com, Service Providers , NA   ,operating,IND,Mumbai,Mumbai,1,,2013-01,1,2013-Q1,,6/25/2014,10/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TinyOwl Technology, Mobile ,1000000,operating,IND,Mumbai,Mumbai,1,,,,,,6/25/2014,8/22/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TLabs, Consulting , NA   ,operating,IND,New Delhi,Noida,1,,2012-02,1,2012-Q1,,6/26/2014,6/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonbo Imaging, Design ,6400000,operating,IND,Bangalore,Bangalore,1,,2012-01,1,2012-Q1,,6/27/2014,8/5/2013,0,6400000,0,0,0,0,0,0,0,0,0,0,0,6400000,0,0,0,0,0,0,0
Tookitaki, Social Media ,425000,operating,IND,Kolkata,Kolkata,3,,2013-01,1,2013-Q1,,6/30/2014,7/25/2013,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toppr, Education ,2000000,operating,IND,Mumbai,Mumbai,1,,2013-01,1,2013-Q1,,7/1/2014,5/24/2014,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touchtalent, Social Media ,710000,operating,IND,New Delhi,New Delhi,2,,2012-04,2,2012-Q2,,7/3/2014,6/9/2014,0,0,0,710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touristlink, Travel ,"40,000",operating,IND,Nagpur,Nagpur,2,,2011-10,4,2011-Q4,,7/4/2014,10/4/2013,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tower Vision, Mobile ,300000000,operating,IND,Chennai,Chennai,1,,,,,,7/7/2014,2/1/2008,0,0,0,0,0,0,0,0,300000000,0,0,0,0,0,0,0,0,0,0,0,0
TradeBriefs, Automotive , NA   ,operating,IND,Mumbai,Mumbai,1,,,,,,7/7/2014,7/31/2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Traffline, Curated Web , NA   ,operating,IND,Mumbai,Mumbai,2,,2011-01,1,2011-Q1,,7/8/2014,10/1/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transerv, Mobile Payments , NA   ,operating,IND,Mumbai,Mumbai,1,,,,,,7/9/2014,7/7/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Transparent IT Solutions, Software , NA   ,closed,IND,Vellore,Vellore,1,,2010-01,1,2010-Q1,,7/14/2014,1/1/2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Travel Desiya, Travel ,100000,operating,IND,Ghaziabad,Ghaziabad,1,,2013-04,2,2013-Q2,,7/14/2014,4/2/2013,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0
TravelKhana.Com, Online Shopping , NA   ,operating,IND,New Delhi,New Delhi,1,,2011-12,4,2011-Q4,,7/16/2014,10/4/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tribi Embedded Technologies Private, Hardware + Software ,1600000,operating,IND,Bangalore,Bengaluru,1,,,,,,7/16/2014,2/8/2008,0,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TripHobo, Online Travel ,3500000,operating,IND,Pune,Pune,1,,2012-01,1,2012-Q1,,7/21/2014,6/30/2014,0,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
Trivitron Healthcare, Biotechnology ,24500060,operating,IND,Chennai,Chennai,2,,,,,,7/22/2014,12/10/2013,0,24500000,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0
TunePatrol, Music ,"20,000",operating,IND,Bangalore,Bangalore,1,,2012-03,1,2012-Q1,,7/23/2014,8/1/2012,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tushky, Entertainment ,340000,operating,IND,Bangalore,Bangalore,5,,2011-09,3,2011-Q3,,7/24/2014,9/2/2013,65000,0,0,0,0,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TutorVista.com, Education ,80750000,operating,IND,Bangalore,Bangalore,4,,2005-09,3,2005-Q3,,7/26/2014,9/24/2010,0,80750000,0,0,0,0,0,0,0,0,0,0,0,2000000,10750000,0,50000000,0,0,0,0
TVS Logistics Services, Manufacturing ,53000000,operating,IND,Chennai,Chennai,1,,,,,,7/28/2014,4/21/2012,0,53000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UDeserve Technologies, Software , NA   ,operating,IND,Madurai,Madurai,1,,2012-08,3,2012-Q3,,8/1/2014,10/17/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uFaber, Education ,"60,532",operating,IND,Mumbai,Mumbai,1,,,,,,8/5/2014,12/9/2013,60532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unamia, E-Commerce ,1200000,operating,IND,Bangalore,Bangalore,1,,2012-01,1,2012-Q1,,8/6/2014,10/17/2012,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbxd, E-Commerce ,2030000,operating,IND,Bangalore,Bangalore,2,,2011-10,4,2011-Q4,,8/6/2014,2/1/2014,30000,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0
Unicommerce eSolutions Pvt. Ltd., Retail Technology ,10000000,operating,IND,New Delhi,New Delhi,1,,2012-02,1,2012-Q1,,8/7/2014,11/7/2014,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uniphore, Software , NA   ,operating,IND,IND - Other,Taramani,1,,2008-01,1,2008-Q1,,8/8/2014,3/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Mobile Apps, Synchronization ,1200000,operating,IND,Bangalore,Bangalore,2,,2009-03,1,2009-Q1,,8/10/2014,4/26/2012,0,1000000,0,0,0,0,200000,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
Unnati Silks Pvt Ltd, Wholesale ,3500000,operating,IND,Chennai,Chennai,1,,1980-01,1,1980-Q1,,8/11/2014,5/1/2012,0,3500000,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0
Unocoin, Financial Exchanges , NA   ,operating,IND,IND - Other,Tumkur,1,,2013-01,1,2013-Q1,,8/12/2014,8/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unspun Consulting Group, Consulting ,250000,operating,IND,Bangalore,Bangalore,1,,2013-01,1,2013-Q1,,8/14/2014,3/13/2014,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urban Ladder, Home Decor ,27000000,operating,IND,Bangalore,Bangalore,3,,2012-07,3,2012-Q3,,8/18/2014,7/15/2014,0,27000000,0,0,0,0,0,0,0,0,0,0,0,6000000,21000000,0,0,0,0,0,0
Utkarsh Micro Finance, Finance ,19240000,operating,IND,IND - Other,Varanasi,3,,,,,,8/19/2014,12/20/2013,0,7240000,0,0,0,12000000,0,0,0,0,0,0,0,0,3640000,0,0,0,0,0,0
Value and Budget Housing Corporation, Real Estate ,26000000,operating,IND,Bangalore,Bengaluru,1,,,,,,8/20/2014,8/28/2011,0,0,0,0,0,0,0,0,26000000,0,0,0,0,0,0,0,0,0,0,0,0
ValueFirst Messaging, Messaging ,15300000,operating,IND,Haryana,Haryana,1,,,,,,8/20/2014,2/4/2011,0,15300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valyoo Technologies, Fashion ,10000000,operating,IND,New Delhi,New Delhi,1,,,,,,8/22/2014,2/8/2013,0,10000000,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,0
Vardhman Textiles, Fashion ,5000000,operating,IND,Ludhiana,Ludhiana,1,,1973-01,1,1973-Q1,,8/22/2014,7/17/2013,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varthana, Finance , NA   ,operating,IND,Bangalore,Bangalore,1,,2013-01,1,2013-Q1,,8/25/2014,5/9/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vaultize, SaaS , NA   ,operating,IND,Pune,Pune,1,,2010-01,1,2010-Q1,,8/26/2014,7/10/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAYAVYA LABS, Software ,1330000,operating,IND,Belgaum,Belgaum,2,,2006-07,3,2006-Q3,,8/27/2014,7/1/2011,330000,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vectus Industries, Manufacturing ,16000000,operating,IND,New Delhi,Noida,1,,,,,,8/28/2014,6/19/2014,0,16000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vedantu, Tutoring ,550000,operating,IND,Bangalore,Bangalore,2,,2011-09,3,2011-Q3,,8/31/2014,7/25/2013,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vee, Software ,1000000,operating,IND,New Delhi,Noida,1,,2014-01,1,2014-Q1,,9/1/2014,11/6/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0
Velvetcase, E-Commerce ,1000000,operating,IND,Mumbai,Mumbai,1,,,,,,9/1/2014,11/24/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venture Infotek Global Private, Software ,20000000,acquired,IND,Mumbai,Mumbai,1,,1997-01,1,1997-Q1,,9/1/2014,11/20/2007,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Versant Online Solutions, Events ,1000000,operating,IND,Hyderabad,Hyderabad,1,,,,,,9/2/2014,6/26/2014,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Videofropper, Video , NA   ,closed,IND,Kolkata,Kolkata,1,,2007-09,3,2007-Q3,,9/2/2014,1/1/2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Videonetics Technologies, Video Streaming , NA   ,operating,IND,Kolkata,Kolkata,1,,,,,,9/3/2014,6/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
